!	! ⚠️ ❕ ❗️
!!	!! ‼️
!?	!? ⁉️
#	# #️⃣
$	$ 💰
不太爽	不太爽 😒
不女	不女 🙅🏻‍♀️
不好	不好 👎 😱 🙅‍♀️ 🙅‍♂️ 🙅🏻 🆖️ 🫨
不好了	不好了 😱 🙈 🙉
不好吧	不好吧 😰️
不好女	不好女 🙅🏻‍♀️
不好意思	不好意思 🙏🏻️
不好玩	不好玩 😝️ 😴️
不好男	不好男 🙅🏻‍♂️
不好笑	不好笑 😐 😑 😒
不安全	不安全 😟 😦 😧
不容易	不容易 😬
不对	不对 👎 🙅‍♀️ 🙅‍♂️
不对吧	不对吧 🤨
不屑嘅表情	不屑嘅表情 😒
不干	不干 😝️ 🙅🏻
不干女	不干女 🙅🏻‍♀️
不干男	不干男 🙅🏻‍♂️
不开心	不开心 ☹️ 🤒 🤕 🤥 🤧 🥵 😐 😑 😒 😓 😔 😕 😖 😞️ 😞 😟 😠 😡 😢 😣 😤 😥 😦 😧 😨 😩 😪 😫 😭 😮 😰 😱 😳 😵 😶 😿 🙀 🙁 🙄 🙍‍♀️ 🙍‍♂️ 🙎‍♀️ 🙎‍♂️
不开心的脸	不开心的脸 🥵 😠 😡
不开心的表情	不开心的表情 😒 😠 😡
不开森	不开森 😒
不得	不得 🚫️
不得小于18岁	不得小于18岁 🔞
不悦的表情	不悦的表情 🥵 😒
不惮辛劳不惮烦	不惮辛劳不惮烦 🧹
不想听	不想听 🙉
不想看	不想看 🙈
不想说	不想说 🙊
不懂	不懂 😳 😵️ 😵‍💫
不成交	不成交 🙅‍♀️ 🙅‍♂️
不敢听	不敢听 🙉️
不敢看	不敢看 🙈️
不敢说	不敢说 🙊️
不明飞行物	不明飞行物 🛸
不明飞行物体	不明飞行物体 🛸
不是	不是 🙅‍♀️ 🙅‍♂️
不是免费	不是免费 🈶️
不是吧	不是吧 🤨 😢️ 😥️ 😿️
不是我	不是我 😇
不晓得	不晓得 😲️
不正确	不正确 🙅‍♀️ 🙅‍♂️
不清楚	不清楚 🤔 😲️
不满	不满 ☹️ 😞 🙁
不满意的脸	不满意的脸 ☹️ 😞 🙁
不满意的表情	不满意的表情 ☹️ 😞 🙁
不满的脸	不满的脸 ☹️ 😞 🙁
不满的表情	不满的表情 ☹️ 😞 🙁
不然勒	不然勒 🙄
不爽	不爽 ☹️ 🥵 😒 😠 😡 😤
不爽的脸	不爽的脸 😠 😡
不爽的表情	不爽的表情 😠 😡
不用客气	不用客气 😉 😊
不男	不男 🙅🏻‍♂️
不看	不看 😣️ 🙈
不知	不知 🤷‍♀️ 🤷‍♂️
不知所措	不知所措 😕 😳
不知道	不知道 🤔 🤷‍♀️ 🤷‍♂️ 🤷🏻 😕 😲️
不知道女	不知道女 🤷🏻‍♀️
不知道男	不知道男 🤷🏻‍♂️
不确定	不确定 🤔 😐
不管	不管 🤷🏻
不管女	不管女 🤷🏻‍♀️
不管男	不管男 🤷🏻‍♂️
不给糖就捣蛋	不给糖就捣蛋 👻
不耐烦	不耐烦 😒 🙄
不能听	不能听 🙉️
不能看	不能看 🙈️
不能说	不能说 🫢 🙊️
不自在	不自在 😬
不行	不行 👎 😝️ 🙅‍♀️ 🙅‍♂️ 🙅🏻 🫨
不行女	不行女 🙅🏻‍♀️
不行男	不行男 🙅🏻‍♂️
不要	不要 😣️ 🙅‍♀️ 🙅‍♂️ 🙈 🙉 🙊
不要出声	不要出声 🤐
不要告诉我	不要告诉我 🤦‍♀️ 🤦‍♂️
不要啊	不要啊 🤦‍♀️ 🤦‍♂️
不要客气	不要客气 ☺️
不要怕	不要怕 🤗️
不要烦我	不要烦我 ✋
不见	不见 😣️
不解	不解 🤷‍♀️ 🤷‍♂️
不讲	不讲 🤐️
不讲话	不讲话 😶
不许	不许 🚫
不许听	不许听 🙉️
不许看	不许看 🙈️
不许说	不许说 🙊️
不说	不说 🤐️ 🫢 🙊
不说了	不说了 🫢
不说话	不说话 🤐
不通	不通 ⛔️ 🚧️
不造	不造 🤔 😕
不错	不错 👌 👍 😌 😎️
不错啊	不错啊 😀️ 😺️
不错的选择	不错的选择 👍
不高兴	不高兴 ☹️ 🥵 😐 😑 😒 😔 😞 😩️ 😭 😶 🙁
不高兴的脸	不高兴的脸 🥵
丑小鸭	丑小鸭 🐥 🦢
专家	专家 🧑🏻‍🔬
专家女	专家女 👩🏻‍🔬
专家男	专家男 👨🏻‍🔬
专心	专心 🙇‍♀️ 🙇‍♂️
专注	专注 🙇‍♀️ 🙇‍♂️
世界	世界 ☀️ ☁️ ☂️ ☃️ ☄️ ☔️ ⚡️ ⛄️ ⛅️ ⛈️ ❄️ ⭐️ 🌊 🌍 🌎 🌏 🌐️ 🌑 🌒 🌓 🌔 🌕 🌖 🌗 🌘 🌙 🌚 🌛 🌜 🌝 🌞 🌟 🌤 🌥 🌦 🌧 🌨 🌩 🌪 🌫 🌬 💦 💧 💨 💫 🔥 🗺
世界地图	世界地图 🗺
丘比特	丘比特 💘
丘比特之箭	丘比特之箭 💘
业余摇滚乐队	业余摇滚乐队 🎸
业务	业务 👨‍💼 👩‍💼
业务代表	业务代表 👨‍💼 👩‍💼
业务员	业务员 👨‍💼 👩‍💼
东京	东京 🗻️
东京塔	东京塔 🗼
东京铁塔	东京铁塔 🗼
东倒西歪	东倒西歪 🥴
东加	东加 🇹🇴
东加国旗	东加国旗 🇹🇴
东加王国	东加王国 🇹🇴
东北	东北 ↗️
东南	东南 ↘️
东帝汶	东帝汶 🇹🇱
东帝汶国旗	东帝汶国旗 🇹🇱
东帝汶旗	东帝汶旗 🇹🇱
东正十字架	东正十字架 ☦️
东正教	东正教 ☦️
东正教十字架	东正教十字架 ☦️
东罗马帝国	东罗马帝国 ☦️
东西	东西 🥄
东边	东边 ➡️
丝带	丝带 🎀 🎗 💝
丢垃圾	丢垃圾 🚮
丢垃圾符号	丢垃圾符号 🚮
丢脸	丢脸 😳
丢骰子	丢骰子 🎲
两个万字夹	两个万字夹 🖇
两个人的剪影	两个人的剪影 👥
两个伙计	两个伙计 👯‍♂️
两个半身	两个半身 👥
两个半身像	两个半身像 👥
两个向上指嘅三角形	两个向上指嘅三角形 ⏫
两个向上指嘅三角形按钮	两个向上指嘅三角形按钮 ⏫
两个向上指的三角形	两个向上指的三角形 ⏫
两个向下指嘅三角形	两个向下指嘅三角形 ⏬
两个向下指嘅三角形按钮	两个向下指嘅三角形按钮 ⏬
两个向下指的三角形	两个向下指的三角形 ⏬
两个啤酒杯	两个啤酒杯 🍻
两个回形针	两个回形针 🖇
两个回纹针	两个回纹针 🖇
两个女人之间有个心心	两个女人之间有个心心 👩‍❤️‍👩
两个女人亲吻	两个女人亲吻 👩‍❤️‍💋‍👩
两个女人拖住手	两个女人拖住手 👭
两个女人摔角	两个女人摔角 🤼‍♀️
两个女人摔跤	两个女人摔跤 🤼‍♀️
两个女人有个爱心	两个女人有个爱心 👩‍❤️‍👩
两个女生	两个女生 👩‍❤️‍👨 👩‍❤️‍👩 👩‍❤️‍💋‍👩
两个妈妈与一个儿子	两个妈妈与一个儿子 👩‍👩‍👦
两个妈妈与一个女儿	两个妈妈与一个女儿 👩‍👩‍👧
两个妈妈与两个儿子	两个妈妈与两个儿子 👩‍👩‍👦‍👦
两个妈妈与两个女儿	两个妈妈与两个女儿 👩‍👩‍👧‍👧
两个妈妈与儿子女儿	两个妈妈与儿子女儿 👩‍👩‍👧‍👦
两个妈妈和一个儿子	两个妈妈和一个儿子 👩‍👩‍👦
两个妈妈和一个女儿	两个妈妈和一个女儿 👩‍👩‍👧
两个妈妈和两个儿子	两个妈妈和两个儿子 👩‍👩‍👦‍👦
两个妈妈和两个儿子一家	两个妈妈和两个儿子一家 👩‍👩‍👦‍👦
两个妈妈和两个女儿	两个妈妈和两个女儿 👩‍👩‍👧‍👧
两个妈妈和两个女儿一家	两个妈妈和两个女儿一家 👩‍👩‍👧‍👧
两个妈妈和儿女一家	两个妈妈和儿女一家 👩‍👩‍👧‍👦
两个妈妈和儿子一家	两个妈妈和儿子一家 👩‍👩‍👦
两个妈妈和儿子女儿	两个妈妈和儿子女儿 👩‍👩‍👧‍👦
两个妈妈和女儿一家	两个妈妈和女儿一家 👩‍👩‍👧
两个妈妈跟一个儿子	两个妈妈跟一个儿子 👩‍👩‍👦
两个妈妈跟一个女儿	两个妈妈跟一个女儿 👩‍👩‍👧
两个妈妈跟两个儿子	两个妈妈跟两个儿子 👩‍👩‍👦‍👦
两个妈妈跟两个女儿	两个妈妈跟两个女儿 👩‍👩‍👧‍👧
两个妈妈跟儿子女儿	两个妈妈跟儿子女儿 👩‍👩‍👧‍👦
两个往上指嘅三角形	两个往上指嘅三角形 ⏫
两个往上指的三角形	两个往上指的三角形 ⏫
两个往下指的三角形	两个往下指的三角形 ⏬
两个心	两个心 💕 💞
两个恋爱中的女人	两个恋爱中的女人 👩‍❤️‍👩
两个恋爱中的男人	两个恋爱中的男人 👨‍❤️‍👨
两个感叹号	两个感叹号 ‼️
两个手指	两个手指 ✌️
两个摔角的女人	两个摔角的女人 🤼‍♀️
两个摔角的女性	两个摔角的女性 🤼‍♀️
两个摔角的男人	两个摔角的男人 🤼‍♂️
两个摔角的男性	两个摔角的男性 🤼‍♂️
两个摔角者	两个摔角者 🤼‍♀️ 🤼‍♂️
两个摔角选手	两个摔角选手 🤼‍♀️ 🤼‍♂️
两个摔跤者	两个摔跤者 🤼‍♀️ 🤼‍♂️
两个杯子	两个杯子 🥂
两个母亲和两个儿子	两个母亲和两个儿子 👩‍👩‍👦‍👦
两个母亲和两个女儿	两个母亲和两个女儿 👩‍👩‍👧‍👧
两个母亲和儿女	两个母亲和儿女 👩‍👩‍👧‍👦
两个母亲和儿子	两个母亲和儿子 👩‍👩‍👦
两个母亲和女儿	两个母亲和女儿 👩‍👩‍👧
两个父亲和两个儿子	两个父亲和两个儿子 👨‍👨‍👦‍👦
两个父亲和两个女儿	两个父亲和两个女儿 👨‍👨‍👧‍👧
两个父亲和儿女	两个父亲和儿女 👨‍👨‍👧‍👦
两个父亲和儿子	两个父亲和儿子 👨‍👨‍👦
两个父亲和女儿	两个父亲和女儿 👨‍👨‍👧
两个爸爸与一个儿子	两个爸爸与一个儿子 👨‍👨‍👦
两个爸爸与一个女儿	两个爸爸与一个女儿 👨‍👨‍👧
两个爸爸与两个儿子	两个爸爸与两个儿子 👨‍👨‍👦‍👦
两个爸爸与两个女儿	两个爸爸与两个女儿 👨‍👨‍👧‍👧
两个爸爸与儿子女儿	两个爸爸与儿子女儿 👨‍👨‍👧‍👦
两个爸爸和一个儿子	两个爸爸和一个儿子 👨‍👨‍👦
两个爸爸和一个女儿	两个爸爸和一个女儿 👨‍👨‍👧
两个爸爸和两个儿子	两个爸爸和两个儿子 👨‍👨‍👦‍👦
两个爸爸和两个儿子一家	两个爸爸和两个儿子一家 👨‍👨‍👦‍👦
两个爸爸和两个女儿	两个爸爸和两个女儿 👨‍👨‍👧‍👧
两个爸爸和两个女儿一家	两个爸爸和两个女儿一家 👨‍👨‍👧‍👧
两个爸爸和儿女一家	两个爸爸和儿女一家 👨‍👨‍👧‍👦
两个爸爸和儿子一家	两个爸爸和儿子一家 👨‍👨‍👦
两个爸爸和儿子女儿	两个爸爸和儿子女儿 👨‍👨‍👧‍👦
两个爸爸和女儿一家	两个爸爸和女儿一家 👨‍👨‍👧
两个爸爸跟一个儿子	两个爸爸跟一个儿子 👨‍👨‍👦
两个爸爸跟一个女儿	两个爸爸跟一个女儿 👨‍👨‍👧
两个爸爸跟两个儿子	两个爸爸跟两个儿子 👨‍👨‍👦‍👦
两个爸爸跟两个女儿	两个爸爸跟两个女儿 👨‍👨‍👧‍👧
两个爸爸跟儿子女儿	两个爸爸跟儿子女儿 👨‍👨‍👧‍👦
两个牵手的人	两个牵手的人 🧑‍🤝‍🧑
两个牵手的女人	两个牵手的女人 👭
两个牵手的男人	两个牵手的男人 👬
两个男人	两个男人 👨‍❤️‍👨 👨‍❤️‍💋‍👨 👯‍♂️
两个男人之间有个心心	两个男人之间有个心心 👨‍❤️‍👨
两个男人亲吻	两个男人亲吻 👨‍❤️‍💋‍👨
两个男人拖住手	两个男人拖住手 👬
两个男人摔角	两个男人摔角 🤼‍♂️
两个男人摔跤	两个男人摔跤 🤼‍♂️
两个男人有个爱心	两个男人有个爱心 👨‍❤️‍👨
两个男孩	两个男孩 👨‍❤️‍👨 👨‍❤️‍💋‍👨
两个男性	两个男性 👯‍♂️
两个男生	两个男生 👨‍❤️‍👨 👨‍❤️‍💋‍👨
两个红色惊叹号	两个红色惊叹号 ‼️
两个红色感叹号	两个红色感叹号 ‼️
两个角力的女人	两个角力的女人 🤼‍♀️
两个角力的男人	两个角力的男人 🤼‍♂️
两个角力选手	两个角力选手 🤼‍♀️ 🤼‍♂️
两个酒杯	两个酒杯 🥂
两个音符	两个音符 🎵
两人	两人 👥️ 👨‍👦 👨‍👧 👩‍👦 👩‍👧
两人摔角	两人摔角 🤼 🤼‍♂️
两人的剪影	两人的剪影 👥
两人角力	两人角力 🤼‍♂️
两仪	两仪 ☯️
两件式泳衣	两件式泳衣 👙
两件式泳装	两件式泳装 👙
两位中间显示爱心的女性	两位中间显示爱心的女性 👩‍❤️‍👩 👩‍❤️‍💋‍👩
两位中间显示爱心的男性	两位中间显示爱心的男性 👨‍❤️‍👨 👨‍❤️‍💋‍👨
两位女孩	两位女孩 👩‍❤️‍💋‍👩
两位女性接吻	两位女性接吻 👩‍❤️‍💋‍👩
两位女生	两位女生 👩‍❤️‍👨 👩‍❤️‍👩 👩‍❤️‍💋‍👩
两位接吻的女性	两位接吻的女性 👩‍❤️‍💋‍👩
两位接吻的男性	两位接吻的男性 👨‍❤️‍💋‍👨
两位牵手的女性	两位牵手的女性 👭
两位牵手的男性	两位牵手的男性 👬
两位男孩	两位男孩 👨‍❤️‍💋‍👨
两位男性接吻	两位男性接吻 👨‍❤️‍💋‍👨
两位男生	两位男生 👨‍❤️‍👨 👨‍❤️‍💋‍👨
两剑交叉	两剑交叉 ⚔️
两只手	两只手 👏 👐 🙌
两只手在握手	两只手在握手 🤝
两只手指	两只手指 ✌️
两只手掌	两只手掌 🙌
两女恋爱中	两女恋爱中 👩‍❤️‍💋‍👩
两手握手	两手握手 🤝
两替	两替 💱️
两条	两条 🥓
两条弯曲线	两条弯曲线 ➿
两杯	两杯 🍻
两杯啤酒	两杯啤酒 🍻
两杯酒	两杯酒 🍻
两根手指	两根手指 ✌️
两点	两点 🕑 🕑️
两点三十	两点三十 🕝
两点半	两点半 🕝 🕝️
两点整	两点整 🕑
两点正	两点正 🕑
两点钟	两点钟 🕑
两片	两片 🥓
两片叶子	两片叶子 🍃
两片培根	两片培根 🥓
两片树叶	两片树叶 🍃
两片烟肉	两片烟肉 🥓
两男恋爱中	两男恋爱中 👨‍❤️‍💋‍👨
两眼发直	两眼发直 😑
两眼无神	两眼无神 😱
两眼直视	两眼直视 😑
两种色调	两种色调 🔲 🔳
两行泪	两行泪 😭
两行泪水	两行泪水 😭
两轮车	两轮车 🏍
两边打开	两边打开 🔛️
两颗心	两颗心 💕 💞
两颗粉色的心	两颗粉色的心 💕
严寒	严寒 ☃️ 🥶
严寒雪人	严寒雪人 ☃️
严肃的女人	严肃的女人 🙎‍♀️
严肃的男人	严肃的男人 🙎‍♂️
丧失听力	丧失听力 🧏‍♀️ 🧏‍♂️
丧失听觉	丧失听觉 🧏‍♀️ 🧏‍♂️
丧尸	丧尸 🧟 🧟‍♀️ 🧟‍♂️
丧气	丧气 ☹️ 🙁
丧气脸	丧气脸 😔 😞
丧礼	丧礼 ⚰️
个人攀岩	个人攀岩 🧗‍♀️ 🧗‍♂️
中	中 ◻️ ◼️
中世纪	中世纪 🏰
中世纪古堡	中世纪古堡 🏰
中世纪城堡	中世纪城堡 🏰
中乐透	中乐透 🤑
中产	中产 🧑🏻‍💼
中产女	中产女 👩🏻‍💼
中产男	中产男 👨🏻‍💼
中午	中午 🕛
中午好	中午好 🙂️
中华人民共和国	中华人民共和国 🇨🇳
中华人民共和国国旗	中华人民共和国国旗 🇨🇳
中华人民共和国旗帜	中华人民共和国旗帜 🇨🇳
中华民国	中华民国 🇹🇼
中华民国国旗	中华民国国旗 🇹🇼
中华民国旗帜	中华民国旗帜 🇹🇼
中国	中国 🇨🇳
中国农历新年快乐	中国农历新年快乐 🧧
中国国旗	中国国旗 🇨🇳
中国大陆	中国大陆 🇨🇳
中国新年	中国新年 🧧
中国旗	中国旗 🇨🇳
中国旗帜	中国旗帜 🇨🇳
中国月饼	中国月饼 🥮
中国节庆	中国节庆 🥮
中国节日	中国节日 🥮
中国节目	中国节目 🥮
中国菜	中国菜 🥮
中国食品	中国食品 🥮
中国食物	中国食物 🥮
中国香港特别行政区	中国香港特别行政区 🇭🇰
中国香港特别行政区旗帜	中国香港特别行政区旗帜 🇭🇰
中大乐透	中大乐透 🤑
中头奖	中头奖 🤑
中威力彩	中威力彩 🤑
中学	中学 🏫 🏫️
中小型白线方框	中小型白线方框 ◽️
中小型白色方块	中小型白色方块 ◽️
中小型白色方形	中小型白色方形 ◽️
中小型白色正方形	中小型白色正方形 ◽️
中小型黑线方框	中小型黑线方框 ◾️
中小型黑色方块	中小型黑色方块 ◾️
中小型黑色方形	中小型黑色方形 ◾️
中小型黑色正方形	中小型黑色正方形 ◾️
中小白正方形	中小白正方形 ◽️
中小白色正方形	中小白色正方形 ◽️
中小黑正方形	中小黑正方形 ◾️
中小黑色正方形	中小黑色正方形 ◾️
中式帽	中式帽 👲
中式月饼	中式月饼 🥮
中式食品	中式食品 🥮
中性	中性 😐
中指	中指 🖕 🖕🏻️
中指和无名指分开的手势	中指和无名指分开的手势 🖖
中方块	中方块 ◻️ ◼️
中暑	中暑 🥵
中毒	中毒 🤢
中毒了	中毒了 😵
中白正方形	中白正方形 ◻️
中白色正方形	中白色正方形 ◻️
中秋	中秋 🌕️ 🎑 🎑️
中秋月饼	中秋月饼 🥮
中秋节	中秋节 🌕️ 🎑 🎑️ 🥮
中秋节食物	中秋节食物 🥮
中秋赏月	中秋赏月 🎑
中立	中立 😐 😑
中等大小的白线方框	中等大小的白线方框 ◻️
中等大小的白色方块	中等大小的白色方块 ◻️
中等大小的白色方形	中等大小的白色方形 ◻️
中等大小的白色正方形	中等大小的白色正方形 ◻️
中等大小的黑线方框	中等大小的黑线方框 ◼️
中等大小的黑色方块	中等大小的黑色方块 ◼️
中等大小的黑色方形	中等大小的黑色方形 ◼️
中等大小的黑色正方形	中等大小的黑色正方形 ◼️
中等白方	中等白方 ◻️
中等音量	中等音量 🔉
中等音量嘅喇叭	中等音量嘅喇叭 🔉
中等音量的扬声器	中等音量的扬声器 🔉
中等黑方	中等黑方 ◼️
中间带有小点的菱形	中间带有小点的菱形 💠
中间带点的六角星	中间带点的六角星 🔯
中间显示爱心的两个女人	中间显示爱心的两个女人 👩‍❤️‍👩
中间显示爱心的两个男人	中间显示爱心的两个男人 👨‍❤️‍👨
中间显示爱心的男人和女人	中间显示爱心的男人和女人 👩‍❤️‍👨 💑
中间显示爱心的男性和女性	中间显示爱心的男性和女性 👩‍❤️‍👨 💏 💑
中间有一点嘅菱形	中间有一点嘅菱形 💠
中间有一颗爱心的两个女人	中间有一颗爱心的两个女人 👩‍❤️‍👩 👩‍❤️‍💋‍👩
中间有一颗爱心的两个男人	中间有一颗爱心的两个男人 👨‍❤️‍👨 👨‍❤️‍💋‍👨
中间有一颗爱心的男女	中间有一颗爱心的男女 👩‍❤️‍👨 💏 💑
中非	中非 🇨🇫
中非共和国	中非共和国 🇨🇫
中非共和国国旗	中非共和国国旗 🇨🇫
中非共和国国旗帜	中非共和国国旗帜 🇨🇫
中非共和国旗	中非共和国旗 🇨🇫
中非国旗	中非国旗 🇨🇫
中音量	中音量 🔉
中音量播放的喇叭	中音量播放的喇叭 🔉
中音量播放的扬声器	中音量播放的扬声器 🔉
中黑正方形	中黑正方形 ◼️
中黑色正方形	中黑色正方形 ◼️
丰收	丰收 🎑️
丰收节	丰收节 🥮
丰收节食物	丰收节食物 🥮
串	串 🍢
串烧	串烧 🍢️
串烧糯米糍	串烧糯米糍 🍡
丸子	丸子 🍡️
丸子串	丸子串 🍡
丹麦	丹麦 🇩🇰
丹麦国旗	丹麦国旗 🇩🇰
丹麦旗	丹麦旗 🇩🇰
为何	为何 🤔️
为你开心	为你开心 👍
为你感到开心	为你感到开心 👍
为你感到骄傲	为你感到骄傲 👍 👏
为你骄傲	为你骄傲 👍 👏
为啥	为啥 🤔️
为情所困	为情所困 🥰
为甚么	为甚么 🤔️
为钱而疯	为钱而疯 🤑
主厨	主厨 👨‍🍳 👩‍🍳 🧑🏻‍🍳
主厨女	主厨女 👩🏻‍🍳
主厨男	主厨男 👨🏻‍🍳
主唱	主唱 👨‍🎤 👩‍🎤
主意	主意 💡 💭 💭️
主机游戏	主机游戏 🎮
主餐盘	主餐盘 🍽
举中指	举中指 🖕
举双手	举双手 🙌
举双手投降	举双手投降 🙌
举双手欢呼	举双手欢呼 🙌
举双手欢呼的手势	举双手欢呼的手势 🙌
举手击掌	举手击掌 ✋ 🖐 🙌
举手庆祝	举手庆祝 🙌
举手的女人	举手的女人 🙋‍♀️
举手的女子	举手的女子 🙋‍♀️
举手的女性	举手的女性 🙋‍♀️
举手的男人	举手的男人 🙋‍♂️
举手的男子	举手的男子 🙋‍♂️
举手的男性	举手的男性 🙋‍♂️
举手礼	举手礼 🖖
举杯	举杯 🍾
举杯敬酒	举杯敬酒 🥂
举杯祝酒	举杯祝酒 🥂
举臂	举臂 🙋‍♀️ 🙋‍♂️
举起	举起 ✊ 🙌
举起一只手	举起一只手 🙋‍♀️ 🙋‍♂️
举起一只手嘅人	举起一只手嘅人 🙋
举起一只手的人	举起一只手的人 🙋
举起一只手的女人	举起一只手的女人 🙋‍♀️
举起一只手的男人	举起一只手的男人 🙋‍♂️
